game |games |Game |game |Games ,174.75
development |development |Development ,88.5
novak |Novak ,40.0
moore |Moore ,40.0
design |design ,38.0
bate |Bates ,37.0
bethke |Bethke ,37.0
edit |edit ,35.0
team |teams |team ,30.0
developer |developer |Developers |developers ,28.0
publisher |Publisher |publishers |Publishers |publisher ,26.5
document |document |documents ,26.0
designer |Designers |designer |designers ,25.0
game development |game development |Game development ,24.333333333333332
video game |Video Games |Video Game |video games |video game ,22.25
console |consoles |console |Consoles ,20.5
programming |programming |Programming ,20.5
programmer |Programmers |programmer |programmers ,20.0
first |first ,20.0
feature |features |feature |Features ,18.666666666666668
work |work ,18.0
chandler |Chandler ,18.0
game design |Game design |game design ,15.0
producer |Producers |producer |Producer |producers ,15.0
window |Windows ,15.0
tool |tools |tool ,14.666666666666666
industry |industry ,14.5
production |production ,14.333333333333334
title |title |titles ,14.0
apis |APIs ,14.0
art |Art |art ,14.0
market |market |markets ,14.0
level |level |levels ,13.5
code |code |Code ,13.5
process |process ,12.0
game industry |game industry ,12.0
opengl |OpenGL ,12.0
method |methods |method ,12.0
article |articles |article |Articles ,11.75
concept |concept ,11.5
music |music |Music ,11.5
needed |needed ,11.5
language |languages |language ,11.333333333333334
alpha |Alpha |alpha ,11.0
stage |stage |stages ,11.0
profit |profit ,11.0
game creation system |Game Creation Systems |game creation systems |Game creation systems ,11.0
software |software ,11.0
platform |platform |platforms ,11.0
demo |demo |Demos ,11.0
gameplay |gameplay |Gameplay ,10.5
isbn |ISBN ,10.0
marketing |marketing ,10.0
gaming |gaming |Gaming ,10.0
system |systems |system ,10.0
example |example ,10.0
company |company ,10.0
mobile game |mobile games |mobile game |Mobile games ,10.0
milestone |milestones |Milestones ,10.0
release |release ,9.5
engine |engine ,9.5
project |Projects |projects |project ,9.333333333333334
role |roles |role ,9.0
world |World ,9.0
microsoft window |Microsoft Windows ,9.0
testing |testing |Testing ,9.0
tester |testers |Testers ,9.0
citation |citation |citations ,9.0
microsoft |Microsoft ,9.0
input |input ,9.0
budget |budget ,9.0
game developer |game developers |game developer |Game developers ,8.5
idea |ideas |idea ,8.5
jenkins |Jenkins ,8.0
mcguire |McGuire ,8.0
start |start ,8.0
computer |computer |computers ,8.0
sale |Sales |sales |sale ,8.0
prototype |Prototypes |prototypes |prototype ,8.0
oxland |Oxland ,8.0
maintenance |maintenance ,8.0
game programming |Game programming |game programming ,7.5
artist |Artists |artists |artist ,7.5
design document |Design document |design document ,7.5
bug |bugs ,7.5
user |users |user ,7.333333333333333
game proposal |game proposal ,7.0
rolling |Rollings ,7.0
year |years ,7.0
average |average ,7.0
history |history |History ,7.0
pong |Pong ,7.0
staff |staff ,7.0
console game |console games |console game ,7.0
code release |code release ,7.0
development team |Development teams |development team ,7.0
first playable |First playable |first playable ,7.0
graphic |Graphics |graphics ,7.0
directx |DirectX ,7.0
product |product |products ,7.0
b c d e |b c d e ,7.0
version |version ,7.0
manufacturer |manufacturer |manufacturers ,6.5
main article |Main article ,6.5
original |original ,6.5
month |months ,6.5
task |task |tasks ,6.333333333333333
further information |Further information ,6.0
high concept |high concept |High concept ,6.0
video game publisher |video game publishers |video game publisher |Video game publisher ,6.0
crunch |crunch ,6.0
outsourcing |outsourcing ,6.0
pitch |pitch ,6.0
internal |internal ,6.0
video game industry |Video game industry |video game industry ,5.5
xbox |Xbox ,5.5
beta |Beta |beta ,5.5
sound |Sound |sounds ,5.5
pre-production |pre-production ,5.5
individual |individual |individuals ,5.5
list |list |List ,5.5
asset |assets ,5.0
change |changes ,5.0
lead |lead ,5.0
progress |progress ,5.0
target platform |target platform |target platforms ,5.0
creation |creation ,5.0
